cell_name,ds,y
cell_name_0,2021-10-30 00:00:00+00:00,23.5755
cell_name_0,2021-10-31 00:00:00+00:00,24.1914375
cell_name_0,2021-11-01 00:00:00+00:00,23.32525
cell_name_0,2021-11-02 00:00:00+00:00,21.678375
cell_name_0,2021-11-03 00:00:00+00:00,21.96775
cell_name_0,2021-11-04 00:00:00+00:00,23.5466875
cell_name_0,2021-11-05 00:00:00+00:00,21.484375
cell_name_0,2021-11-06 00:00:00+00:00,21.7910625
cell_name_0,2021-11-08 00:00:00+00:00,20.6304375
cell_name_0,2021-11-09 00:00:00+00:00,20.133125
cell_name_0,2021-11-10 00:00:00+00:00,21.0271875
cell_name_0,2021-11-11 00:00:00+00:00,23.0244375
cell_name_0,2021-11-12 00:00:00+00:00,18.2961875
cell_name_0,2021-11-13 00:00:00+00:00,20.8805
cell_name_0,2021-11-14 00:00:00+00:00,23.4641875
cell_name_0,2021-11-15 00:00:00+00:00,21.2295
cell_name_0,2021-11-16 00:00:00+00:00,24.2600625
cell_name_0,2021-11-17 00:00:00+00:00,25.784625
cell_name_0,2021-11-18 00:00:00+00:00,23.9709375
cell_name_0,2021-11-19 00:00:00+00:00,25.81175
cell_name_0,2021-11-20 00:00:00+00:00,25.342625
cell_name_0,2021-11-21 00:00:00+00:00,26.62425
cell_name_0,2021-11-22 00:00:00+00:00,20.4611875
cell_name_0,2021-11-23 00:00:00+00:00,20.0914375
cell_name_0,2021-11-24 00:00:00+00:00,22.815
cell_name_0,2021-11-25 00:00:00+00:00,21.66175
cell_name_0,2021-11-26 00:00:00+00:00,22.1638125
cell_name_0,2021-11-27 00:00:00+00:00,23.417125
cell_name_0,2021-11-28 00:00:00+00:00,22.8386875
cell_name_0,2021-11-29 00:00:00+00:00,22.910875
cell_name_0,2021-11-30 00:00:00+00:00,23.54925
cell_name_0,2021-12-01 00:00:00+00:00,22.67825
cell_name_0,2021-12-02 00:00:00+00:00,21.1718125
cell_name_0,2021-12-03 00:00:00+00:00,21.285875
cell_name_0,2021-12-04 00:00:00+00:00,19.8365
cell_name_0,2021-12-05 00:00:00+00:00,23.179625
cell_name_0,2021-12-06 00:00:00+00:00,22.34825
cell_name_0,2021-12-07 00:00:00+00:00,25.5284375
cell_name_0,2021-12-08 00:00:00+00:00,20.8073125
cell_name_0,2021-12-09 00:00:00+00:00,23.531125
cell_name_0,2021-12-10 00:00:00+00:00,23.7160625
cell_name_0,2021-12-11 00:00:00+00:00,23.8963125
cell_name_0,2021-12-12 00:00:00+00:00,22.5913125
cell_name_0,2021-12-13 00:00:00+00:00,24.6504375
cell_name_0,2021-12-14 00:00:00+00:00,23.56125
cell_name_0,2021-12-15 00:00:00+00:00,21.9598125
cell_name_0,2021-12-16 00:00:00+00:00,22.9896875
cell_name_0,2021-12-17 00:00:00+00:00,22.7726875
cell_name_0,2021-12-18 00:00:00+00:00,21.9255
cell_name_0,2021-12-19 00:00:00+00:00,22.324875
cell_name_0,2021-12-20 00:00:00+00:00,23.7571875
cell_name_0,2021-12-21 00:00:00+00:00,22.9498125
cell_name_0,2021-12-22 00:00:00+00:00,23.951375
cell_name_0,2021-12-23 00:00:00+00:00,23.504625
cell_name_0,2021-12-24 00:00:00+00:00,20.8098125
cell_name_0,2021-12-25 00:00:00+00:00,20.791625
cell_name_0,2021-12-26 00:00:00+00:00,21.661875
cell_name_0,2021-12-27 00:00:00+00:00,22.782
cell_name_0,2021-12-28 00:00:00+00:00,20.707
cell_name_0,2021-12-29 00:00:00+00:00,21.094875
cell_name_0,2022-01-13 00:00:00+00:00,23.3456875
cell_name_0,2022-01-14 00:00:00+00:00,22.939125
cell_name_0,2022-01-15 00:00:00+00:00,18.3488125
cell_name_0,2022-01-16 00:00:00+00:00,23.6935625
cell_name_0,2022-01-17 00:00:00+00:00,20.456875
cell_name_0,2022-01-18 00:00:00+00:00,22.8350625
cell_name_0,2022-01-19 00:00:00+00:00,23.967625
cell_name_0,2022-01-20 00:00:00+00:00,19.007125
cell_name_0,2022-01-21 00:00:00+00:00,20.4545
cell_name_0,2022-01-22 00:00:00+00:00,19.354375
cell_name_0,2022-01-23 00:00:00+00:00,22.985375
cell_name_0,2022-01-24 00:00:00+00:00,25.7061875
cell_name_0,2022-01-25 00:00:00+00:00,20.1215625
cell_name_0,2022-01-26 00:00:00+00:00,23.1246875
cell_name_0,2022-01-27 00:00:00+00:00,21.5749375
cell_name_0,2022-01-28 00:00:00+00:00,22.3764375
cell_name_0,2022-01-29 00:00:00+00:00,20.87825
cell_name_0,2022-01-30 00:00:00+00:00,22.8460625
cell_name_0,2022-01-31 00:00:00+00:00,21.2011875
cell_name_0,2022-02-01 00:00:00+00:00,25.3140625
cell_name_0,2022-02-02 00:00:00+00:00,24.80775
cell_name_0,2022-02-03 00:00:00+00:00,23.879125
cell_name_0,2022-02-04 00:00:00+00:00,22.76625
cell_name_0,2022-02-05 00:00:00+00:00,21.7459375
cell_name_0,2022-02-06 00:00:00+00:00,23.024375
cell_name_0,2022-02-07 00:00:00+00:00,21.9016875
cell_name_0,2022-02-08 00:00:00+00:00,22.47275
cell_name_0,2022-02-09 00:00:00+00:00,21.208125
cell_name_0,2022-02-10 00:00:00+00:00,19.8869375
cell_name_0,2022-02-11 00:00:00+00:00,24.5678125
cell_name_0,2022-02-12 00:00:00+00:00,20.783375
cell_name_0,2022-02-13 00:00:00+00:00,23.0353125
cell_name_0,2022-02-14 00:00:00+00:00,25.045
cell_name_0,2022-02-15 00:00:00+00:00,26.7981875
cell_name_0,2022-02-16 00:00:00+00:00,24.15
cell_name_0,2022-02-17 00:00:00+00:00,22.2968125
cell_name_0,2022-02-18 00:00:00+00:00,22.15825
cell_name_0,2022-02-19 00:00:00+00:00,21.2478125
cell_name_0,2022-02-20 00:00:00+00:00,25.4616875
cell_name_0,2022-02-21 00:00:00+00:00,21.9084375
cell_name_0,2022-02-22 00:00:00+00:00,22.5584375
cell_name_0,2022-02-23 00:00:00+00:00,23.3274375
cell_name_0,2022-02-24 00:00:00+00:00,24.11125
cell_name_0,2022-02-25 00:00:00+00:00,23.2365625
cell_name_0,2022-02-26 00:00:00+00:00,21.973625
cell_name_0,2022-02-27 00:00:00+00:00,22.3126875
cell_name_0,2022-02-28 00:00:00+00:00,22.57
cell_name_0,2022-03-01 00:00:00+00:00,23.1264375
cell_name_0,2022-03-02 00:00:00+00:00,22.355375
cell_name_0,2022-03-03 00:00:00+00:00,23.0003125
cell_name_0,2022-03-04 00:00:00+00:00,21.6565625
cell_name_0,2022-03-05 00:00:00+00:00,23.4179375
cell_name_0,2022-03-06 00:00:00+00:00,22.6185
cell_name_0,2022-03-07 00:00:00+00:00,20.15525
cell_name_0,2022-03-08 00:00:00+00:00,19.278375
cell_name_0,2022-03-09 00:00:00+00:00,21.3786875
cell_name_0,2022-03-24 00:00:00+00:00,20.31
cell_name_0,2022-03-25 00:00:00+00:00,19.7121875
cell_name_0,2022-03-26 00:00:00+00:00,20.993375
cell_name_0,2022-03-27 00:00:00+00:00,21.0340625
cell_name_0,2022-03-28 00:00:00+00:00,23.9611875
cell_name_0,2022-03-29 00:00:00+00:00,22.67525
cell_name_0,2022-03-30 00:00:00+00:00,17.82475
cell_name_0,2022-03-31 00:00:00+00:00,19.513
cell_name_0,2022-04-01 00:00:00+00:00,20.1071875
cell_name_0,2022-04-02 00:00:00+00:00,20.17125
cell_name_0,2022-04-03 00:00:00+00:00,19.3618125
cell_name_0,2022-04-04 00:00:00+00:00,20.256625
cell_name_0,2022-04-05 00:00:00+00:00,19.836
cell_name_0,2022-04-06 00:00:00+00:00,18.9685625
cell_name_0,2022-06-30 00:00:00+00:00,11.72375
cell_name_0,2022-07-01 00:00:00+00:00,13.445125
cell_name_0,2022-07-02 00:00:00+00:00,14.44025
cell_name_0,2022-07-03 00:00:00+00:00,13.6671875
cell_name_0,2022-07-04 00:00:00+00:00,13.17125
cell_name_0,2022-07-05 00:00:00+00:00,18.4866875
cell_name_0,2022-05-19 00:00:00+00:00,19.266875
cell_name_0,2022-05-20 00:00:00+00:00,19.07
cell_name_0,2022-05-21 00:00:00+00:00,18.0408125
cell_name_0,2022-05-22 00:00:00+00:00,18.0864375
cell_name_0,2022-05-23 00:00:00+00:00,18.2945625
cell_name_0,2022-05-24 00:00:00+00:00,17.548125
cell_name_0,2022-05-25 00:00:00+00:00,17.3683125
cell_name_0,2022-06-09 00:00:00+00:00,18.810375
cell_name_0,2022-06-10 00:00:00+00:00,16.5984375
cell_name_0,2022-06-11 00:00:00+00:00,17.28325
cell_name_0,2022-06-12 00:00:00+00:00,17.046
cell_name_0,2022-06-13 00:00:00+00:00,16.8545
cell_name_0,2022-06-14 00:00:00+00:00,16.6356875
cell_name_0,2022-06-15 00:00:00+00:00,16.432625
cell_name_0,2022-04-14 00:00:00+00:00,18.9825
cell_name_0,2022-04-15 00:00:00+00:00,18.4580625
cell_name_0,2022-04-16 00:00:00+00:00,17.433125
cell_name_0,2022-04-17 00:00:00+00:00,20.6574375
cell_name_0,2022-04-18 00:00:00+00:00,18.9021875
cell_name_0,2022-04-19 00:00:00+00:00,18.873375
cell_name_0,2022-04-20 00:00:00+00:00,19.3286875
cell_name_0,2022-04-07 00:00:00+00:00,18.884
cell_name_0,2022-04-08 00:00:00+00:00,18.0168125
cell_name_0,2022-04-09 00:00:00+00:00,17.14825
cell_name_0,2022-04-10 00:00:00+00:00,17.2871875
cell_name_0,2022-04-11 00:00:00+00:00,19.1424375
cell_name_0,2022-04-12 00:00:00+00:00,19.3154375
cell_name_0,2022-04-13 00:00:00+00:00,19.92375
cell_name_0,2022-04-21 00:00:00+00:00,19.500375
cell_name_0,2022-04-22 00:00:00+00:00,17.8141875
cell_name_0,2022-04-23 00:00:00+00:00,17.212
cell_name_0,2022-04-24 00:00:00+00:00,17.8489375
cell_name_0,2022-04-25 00:00:00+00:00,17.58175
cell_name_0,2022-04-26 00:00:00+00:00,18.46925
cell_name_0,2022-04-27 00:00:00+00:00,18.285625
cell_name_0,2022-04-28 00:00:00+00:00,18.8083125
cell_name_0,2022-04-29 00:00:00+00:00,20.10525
cell_name_0,2022-04-30 00:00:00+00:00,17.77825
cell_name_0,2022-05-01 00:00:00+00:00,18.692875
cell_name_0,2022-05-02 00:00:00+00:00,19.121
cell_name_0,2022-05-03 00:00:00+00:00,20.204875
cell_name_0,2022-05-04 00:00:00+00:00,20.530625
cell_name_0,2022-05-05 00:00:00+00:00,18.1249375
cell_name_0,2022-05-06 00:00:00+00:00,17.3643125
cell_name_0,2022-05-07 00:00:00+00:00,16.5684375
cell_name_0,2022-05-08 00:00:00+00:00,16.60975
cell_name_0,2022-05-09 00:00:00+00:00,19.6239375
cell_name_0,2022-05-10 00:00:00+00:00,20.3225
cell_name_0,2022-05-11 00:00:00+00:00,20.335375
cell_name_0,2022-05-26 00:00:00+00:00,17.865
cell_name_0,2022-05-27 00:00:00+00:00,16.7910625
cell_name_0,2022-05-28 00:00:00+00:00,16.34975
cell_name_0,2022-05-29 00:00:00+00:00,18.6978125
cell_name_0,2022-05-30 00:00:00+00:00,17.3884375
cell_name_0,2022-05-31 00:00:00+00:00,17.831875
cell_name_0,2022-06-01 00:00:00+00:00,17.38675
cell_name_0,2022-05-12 00:00:00+00:00,19.6684375
cell_name_0,2022-05-13 00:00:00+00:00,17.77975
cell_name_0,2022-05-14 00:00:00+00:00,19.66925
cell_name_0,2022-05-15 00:00:00+00:00,19.4949375
cell_name_0,2022-05-16 00:00:00+00:00,17.7434375
cell_name_0,2022-05-17 00:00:00+00:00,19.271875
cell_name_0,2022-05-18 00:00:00+00:00,18.513125
cell_name_0,2022-06-02 00:00:00+00:00,17.636375
cell_name_0,2022-06-03 00:00:00+00:00,16.5413125
cell_name_0,2022-06-04 00:00:00+00:00,16.049875
cell_name_0,2022-06-05 00:00:00+00:00,17.08575
cell_name_0,2022-06-06 00:00:00+00:00,19.3173125
cell_name_0,2022-06-07 00:00:00+00:00,18.2644375
cell_name_0,2022-06-08 00:00:00+00:00,18.2484375
cell_name_0,2022-06-16 00:00:00+00:00,17.231625
cell_name_0,2022-06-17 00:00:00+00:00,18.0008125
cell_name_0,2022-06-18 00:00:00+00:00,17.9466875
cell_name_0,2022-06-19 00:00:00+00:00,17.199
cell_name_0,2022-06-20 00:00:00+00:00,17.177
cell_name_0,2022-06-21 00:00:00+00:00,17.7561875
cell_name_0,2022-06-22 00:00:00+00:00,17.3775
cell_name_0,2022-06-23 00:00:00+00:00,16.5048125
cell_name_0,2022-06-24 00:00:00+00:00,15.3518125
cell_name_0,2022-06-25 00:00:00+00:00,15.5686875
cell_name_0,2022-06-26 00:00:00+00:00,16.3035
cell_name_0,2022-06-27 00:00:00+00:00,17.12225
cell_name_0,2022-06-28 00:00:00+00:00,15.16375
cell_name_0,2022-06-29 00:00:00+00:00,14.6431875
cell_name_1,2023-02-23 00:00:00+00:00,17.1315625
cell_name_1,2023-02-24 00:00:00+00:00,17.2835625
cell_name_1,2023-02-25 00:00:00+00:00,16.2374375
cell_name_1,2023-02-26 00:00:00+00:00,18.44925
cell_name_1,2023-02-27 00:00:00+00:00,17.92425
cell_name_1,2023-02-28 00:00:00+00:00,18.527875
cell_name_1,2023-03-01 00:00:00+00:00,19.413125
cell_name_1,2023-03-02 00:00:00+00:00,18.85875
cell_name_1,2023-03-03 00:00:00+00:00,17.9108125
cell_name_1,2023-03-04 00:00:00+00:00,18.879625
cell_name_1,2023-03-05 00:00:00+00:00,18.1554375
cell_name_1,2023-03-06 00:00:00+00:00,17.855375
cell_name_1,2023-03-07 00:00:00+00:00,17.2290625
cell_name_1,2023-03-08 00:00:00+00:00,17.1480625
cell_name_1,2023-03-09 00:00:00+00:00,18.0451875
cell_name_1,2023-03-10 00:00:00+00:00,17.311625
cell_name_1,2023-03-11 00:00:00+00:00,18.18675
cell_name_1,2023-03-13 00:00:00+00:00,17.1838125
cell_name_1,2023-03-14 00:00:00+00:00,17.115375
cell_name_1,2023-03-16 00:00:00+00:00,17.925625
cell_name_1,2023-03-17 00:00:00+00:00,17.5108125
cell_name_1,2023-03-18 00:00:00+00:00,18.2448125
cell_name_1,2023-03-19 00:00:00+00:00,17.2453125
cell_name_1,2023-03-20 00:00:00+00:00,18.9143125
cell_name_1,2023-03-21 00:00:00+00:00,18.74075
cell_name_1,2022-09-29 00:00:00+00:00,11.614625
cell_name_1,2022-09-30 00:00:00+00:00,10.7053125
cell_name_1,2022-10-01 00:00:00+00:00,9.877
cell_name_1,2022-10-02 00:00:00+00:00,8.9764375
cell_name_1,2022-10-03 00:00:00+00:00,9.2795
cell_name_1,2022-10-04 00:00:00+00:00,10.0949375
cell_name_1,2022-10-05 00:00:00+00:00,11.565375
cell_name_1,2023-03-23 00:00:00+00:00,18.03575
cell_name_1,2023-03-24 00:00:00+00:00,18.1260625
cell_name_1,2023-03-25 00:00:00+00:00,17.284125
cell_name_1,2023-03-26 00:00:00+00:00,17.774375
cell_name_1,2023-03-27 00:00:00+00:00,17.708875
cell_name_1,2023-03-28 00:00:00+00:00,16.6556875
cell_name_1,2023-03-29 00:00:00+00:00,17.2995
cell_name_1,2022-10-06 00:00:00+00:00,10.054625
cell_name_1,2022-10-07 00:00:00+00:00,9.018125
cell_name_1,2022-10-08 00:00:00+00:00,10.608625
cell_name_1,2022-10-09 00:00:00+00:00,11.0333125
cell_name_1,2022-10-10 00:00:00+00:00,11.0374375
cell_name_1,2022-10-11 00:00:00+00:00,11.34475
cell_name_1,2022-10-12 00:00:00+00:00,12.0843125
cell_name_1,2022-09-22 00:00:00+00:00,12.161125
cell_name_1,2022-09-23 00:00:00+00:00,12.750625
cell_name_1,2022-09-24 00:00:00+00:00,11.7041875
cell_name_1,2022-09-25 00:00:00+00:00,12.1248125
cell_name_1,2022-09-26 00:00:00+00:00,14.0789375
cell_name_1,2022-09-27 00:00:00+00:00,8.897375
cell_name_1,2022-09-28 00:00:00+00:00,11.6768125
cell_name_1,2023-03-30 00:00:00+00:00,17.39625
cell_name_1,2023-03-31 00:00:00+00:00,17.1933125
cell_name_1,2023-04-01 00:00:00+00:00,16.1019375
cell_name_1,2023-04-02 00:00:00+00:00,17.4313125
cell_name_1,2023-04-03 00:00:00+00:00,16.680125
cell_name_1,2023-04-04 00:00:00+00:00,16.963
cell_name_1,2023-01-12 00:00:00+00:00,17.7275625
cell_name_1,2023-01-13 00:00:00+00:00,15.98175
cell_name_1,2023-01-14 00:00:00+00:00,16.4030625
cell_name_1,2023-01-15 00:00:00+00:00,16.924875
cell_name_1,2023-01-16 00:00:00+00:00,18.078625
cell_name_1,2023-01-17 00:00:00+00:00,15.962875
cell_name_1,2023-01-18 00:00:00+00:00,16.36625
cell_name_1,2023-04-06 00:00:00+00:00,18.197625
cell_name_1,2023-04-07 00:00:00+00:00,17.055125
cell_name_1,2023-04-08 00:00:00+00:00,18.47825
cell_name_1,2023-04-09 00:00:00+00:00,18.449
cell_name_1,2023-04-10 00:00:00+00:00,18.9455
cell_name_1,2023-04-11 00:00:00+00:00,18.9153125
cell_name_1,2023-04-13 00:00:00+00:00,16.798625
cell_name_1,2023-04-14 00:00:00+00:00,16.3316875
cell_name_1,2023-04-15 00:00:00+00:00,16.85825
cell_name_1,2023-04-16 00:00:00+00:00,15.7955625
cell_name_1,2023-04-17 00:00:00+00:00,16.4706875
cell_name_1,2023-04-18 00:00:00+00:00,17.6840625
cell_name_1,2023-04-20 00:00:00+00:00,16.3858125
cell_name_1,2023-04-21 00:00:00+00:00,16.6649375
cell_name_1,2023-04-22 00:00:00+00:00,15.0404375
cell_name_1,2023-04-23 00:00:00+00:00,16.31225
cell_name_1,2023-04-24 00:00:00+00:00,14.7485
cell_name_1,2023-04-25 00:00:00+00:00,16.0731875
cell_name_1,2023-04-26 00:00:00+00:00,16.353125
cell_name_1,2022-08-04 00:00:00+00:00,12.784875
cell_name_1,2022-08-05 00:00:00+00:00,11.99175
cell_name_1,2022-08-06 00:00:00+00:00,9.9813125
cell_name_1,2022-08-07 00:00:00+00:00,10.2275625
cell_name_1,2022-08-08 00:00:00+00:00,10.989125
cell_name_1,2022-08-09 00:00:00+00:00,11.4745625
cell_name_1,2022-08-10 00:00:00+00:00,10.5455
cell_name_1,2022-11-03 00:00:00+00:00,19.4660625
cell_name_1,2022-11-04 00:00:00+00:00,20.037375
cell_name_1,2022-11-05 00:00:00+00:00,16.8309375
cell_name_1,2022-11-06 00:00:00+00:00,18.3148125
cell_name_1,2022-11-07 00:00:00+00:00,17.846
cell_name_1,2022-11-08 00:00:00+00:00,17.610625
cell_name_1,2022-11-09 00:00:00+00:00,19.372625
cell_name_1,2022-11-10 00:00:00+00:00,17.312375
cell_name_1,2022-11-11 00:00:00+00:00,18.570625
cell_name_1,2022-11-12 00:00:00+00:00,17.999125
cell_name_1,2022-11-13 00:00:00+00:00,19.154375
cell_name_1,2022-11-14 00:00:00+00:00,19.9998125
cell_name_1,2022-11-15 00:00:00+00:00,20.517375
cell_name_1,2022-11-16 00:00:00+00:00,17.7174375
cell_name_1,2023-04-27 00:00:00+00:00,14.523375
cell_name_1,2023-04-28 00:00:00+00:00,15.059625
cell_name_1,2023-04-29 00:00:00+00:00,14.4076875
cell_name_1,2023-04-30 00:00:00+00:00,14.346
cell_name_1,2023-05-01 00:00:00+00:00,16.3046875
cell_name_1,2023-05-02 00:00:00+00:00,15.4729375
cell_name_1,2023-05-03 00:00:00+00:00,14.557
cell_name_1,2022-09-01 00:00:00+00:00,12.3246875
cell_name_1,2022-09-02 00:00:00+00:00,11.14875
cell_name_1,2022-09-03 00:00:00+00:00,10.83
cell_name_1,2022-09-04 00:00:00+00:00,10.51425
cell_name_1,2022-09-05 00:00:00+00:00,12.6580625
cell_name_1,2022-09-06 00:00:00+00:00,11.152625
cell_name_1,2022-09-07 00:00:00+00:00,12.4610625
cell_name_1,2023-05-04 00:00:00+00:00,15.1645625
cell_name_1,2023-05-05 00:00:00+00:00,11.6539375
cell_name_1,2023-05-06 00:00:00+00:00,12.862
cell_name_1,2023-05-07 00:00:00+00:00,12.894
cell_name_1,2023-05-08 00:00:00+00:00,15.099375
cell_name_1,2023-05-09 00:00:00+00:00,15.4005625
cell_name_1,2023-05-10 00:00:00+00:00,15.4766875
cell_name_1,2022-07-07 00:00:00+00:00,14.605875
cell_name_1,2022-07-08 00:00:00+00:00,14.773375
cell_name_1,2022-07-09 00:00:00+00:00,14.8474375
cell_name_1,2022-07-10 00:00:00+00:00,15.2010625
cell_name_1,2022-07-11 00:00:00+00:00,15.2636875
cell_name_1,2022-07-12 00:00:00+00:00,14.829125
cell_name_1,2022-07-13 00:00:00+00:00,15.9165
cell_name_1,2022-07-06 00:00:00+00:00,14.7626875
cell_name_1,2023-05-11 00:00:00+00:00,17.6929375
cell_name_1,2023-05-12 00:00:00+00:00,16.322125
cell_name_1,2023-05-13 00:00:00+00:00,16.645
cell_name_1,2023-05-14 00:00:00+00:00,16.62375
cell_name_1,2023-05-15 00:00:00+00:00,17.401375
cell_name_1,2023-05-16 00:00:00+00:00,18.2424375
cell_name_1,2023-05-17 00:00:00+00:00,17.1628125
cell_name_1,2022-09-08 00:00:00+00:00,11.07975
cell_name_1,2022-09-09 00:00:00+00:00,11.2770625
cell_name_1,2022-09-10 00:00:00+00:00,11.427
cell_name_1,2022-09-11 00:00:00+00:00,11.0645
cell_name_1,2022-09-12 00:00:00+00:00,10.4046875
cell_name_1,2022-09-13 00:00:00+00:00,10.9771875
cell_name_1,2022-09-14 00:00:00+00:00,10.8309375
cell_name_1,2022-09-15 00:00:00+00:00,10.3396875
cell_name_1,2022-09-16 00:00:00+00:00,11.0248125
cell_name_1,2022-09-17 00:00:00+00:00,11.837875
cell_name_1,2022-09-18 00:00:00+00:00,11.900375
cell_name_1,2022-09-19 00:00:00+00:00,11.7125
cell_name_1,2022-09-20 00:00:00+00:00,11.119875
cell_name_1,2022-09-21 00:00:00+00:00,11.4545625
cell_name_1,2023-05-18 00:00:00+00:00,16.4908125
cell_name_1,2023-05-19 00:00:00+00:00,17.051625
cell_name_1,2023-05-20 00:00:00+00:00,17.38575
cell_name_1,2023-05-21 00:00:00+00:00,17.9473125
cell_name_1,2023-05-22 00:00:00+00:00,17.574625
cell_name_1,2023-05-23 00:00:00+00:00,17.52175
cell_name_1,2023-05-24 00:00:00+00:00,17.66925
cell_name_1,2022-10-13 00:00:00+00:00,13.667
cell_name_1,2022-10-14 00:00:00+00:00,13.530375
cell_name_1,2022-10-15 00:00:00+00:00,13.897875
cell_name_1,2022-10-16 00:00:00+00:00,14.660375
cell_name_1,2022-10-17 00:00:00+00:00,13.22575
cell_name_1,2022-10-18 00:00:00+00:00,15.52525
cell_name_1,2022-10-19 00:00:00+00:00,15.0069375
cell_name_1,2023-05-25 00:00:00+00:00,18.44825
cell_name_1,2023-05-26 00:00:00+00:00,16.0206875
cell_name_1,2023-05-27 00:00:00+00:00,15.9669375
cell_name_1,2023-05-28 00:00:00+00:00,17.6536875
cell_name_1,2023-05-29 00:00:00+00:00,18.407
cell_name_1,2023-05-30 00:00:00+00:00,17.4855
cell_name_1,2022-10-20 00:00:00+00:00,14.2245
cell_name_1,2022-10-21 00:00:00+00:00,13.1039375
cell_name_1,2022-10-22 00:00:00+00:00,12.3100625
cell_name_1,2022-10-23 00:00:00+00:00,11.699875
cell_name_1,2022-10-24 00:00:00+00:00,13.494875
cell_name_1,2022-10-25 00:00:00+00:00,14.4736875
cell_name_1,2022-10-26 00:00:00+00:00,13.9484375
cell_name_1,2022-10-27 00:00:00+00:00,14.0984375
cell_name_1,2022-10-28 00:00:00+00:00,15.787625
cell_name_1,2022-10-29 00:00:00+00:00,15.23575
cell_name_1,2022-10-30 00:00:00+00:00,19.2526875
cell_name_1,2022-10-31 00:00:00+00:00,18.701375
cell_name_1,2022-11-01 00:00:00+00:00,19.2999375
cell_name_1,2022-11-02 00:00:00+00:00,17.64125
cell_name_1,2022-07-21 00:00:00+00:00,14.165375
cell_name_1,2022-07-22 00:00:00+00:00,12.547875
cell_name_1,2022-07-23 00:00:00+00:00,12.941375
cell_name_1,2022-07-24 00:00:00+00:00,13.7409375
cell_name_1,2022-07-25 00:00:00+00:00,14.2848125
cell_name_1,2022-07-26 00:00:00+00:00,10.6336875
cell_name_1,2022-07-27 00:00:00+00:00,10.22675
cell_name_1,2023-06-01 00:00:00+00:00,19.292375
cell_name_1,2023-06-02 00:00:00+00:00,18.1386875
cell_name_1,2023-06-03 00:00:00+00:00,17.4091875
